,year,month,sc,shapiro_wilk,anderson_darling,lognormal_test
6:00,2020,1,sc2,0.36,1,0.98
6:30,2020,1,sc2,0.01,1,0.03
7:00,2020,1,sc2,0.45,1,0.74
7:30,2020,1,sc2,0.37,1,0.0
8:00,2020,1,sc2,0.15,1,0.86
8:30,2020,1,sc2,0.89,1,0.0
9:00,2020,1,sc2,0.02,1,0.0
9:30,2020,1,sc2,0.19,1,0.07
10:00,2020,1,sc2,0.24,1,0.04
10:30,2020,1,sc2,0.07,1,0.0
11:00,2020,1,sc2,0.02,1,0.0
11:30,2020,1,sc2,0.11,1,0.01
12:00,2020,1,sc2,0.32,1,0.0
12:30,2020,1,sc2,0.94,1,0.0
13:00,2020,1,sc2,0.83,1,0.0
13:30,2020,1,sc2,0.01,1,0.0
14:00,2020,1,sc2,0.3,1,0.01
14:30,2020,1,sc2,0.44,1,0.93
15:00,2020,1,sc2,0.3,1,0.8
15:30,2020,1,sc2,0.19,1,0.0
16:00,2020,1,sc2,0.84,1,0.0
16:30,2020,1,sc2,0.65,1,0.05
17:00,2020,1,sc2,0.35,1,0.08
17:30,2020,1,sc2,0.51,1,0.99
6:00,2020,1,sc3,0.0,1,0.88
6:30,2020,1,sc3,0.37,1,0.05
7:00,2020,1,sc3,0.23,1,0.08
7:30,2020,1,sc3,0.2,1,0.06
8:00,2020,1,sc3,0.01,1,0.01
8:30,2020,1,sc3,0.19,1,0.0
9:00,2020,1,sc3,0.78,1,0.0
9:30,2020,1,sc3,0.13,1,0.09
10:00,2020,1,sc3,0.47,1,0.02
10:30,2020,1,sc3,0.58,1,0.1
11:00,2020,1,sc3,0.31,1,0.0
11:30,2020,1,sc3,0.05,1,0.27
12:00,2020,1,sc3,0.02,1,0.0
12:30,2020,1,sc3,0.44,1,0.0
13:00,2020,1,sc3,0.39,1,0.07
13:30,2020,1,sc3,0.7,1,0.12
14:00,2020,1,sc3,0.95,1,0.0
14:30,2020,1,sc3,0.31,1,0.0
15:00,2020,1,sc3,0.57,1,0.05
15:30,2020,1,sc3,0.98,1,0.0
16:00,2020,1,sc3,0.29,1,0.05
16:30,2020,1,sc3,0.24,1,0.14
17:00,2020,1,sc3,0.12,1,0.23
17:30,2020,1,sc3,0.24,1,0.97
6:00,2020,1,sc5,0.6,1,0.74
6:30,2020,1,sc5,0.15,1,0.94
7:00,2020,1,sc5,0.03,1,0.0
7:30,2020,1,sc5,0.27,1,0.03
8:00,2020,1,sc5,0.93,1,0.0
8:30,2020,1,sc5,0.98,1,0.0
9:00,2020,1,sc5,1.0,1,0.0
9:30,2020,1,sc5,0.36,1,0.0
10:00,2020,1,sc5,0.57,1,0.0
10:30,2020,1,sc5,0.18,1,0.0
11:00,2020,1,sc5,0.28,1,0.0
11:30,2020,1,sc5,0.41,1,0.0
12:00,2020,1,sc5,0.15,1,0.0
12:30,2020,1,sc5,0.04,1,0.0
13:00,2020,1,sc5,0.03,1,0.0
13:30,2020,1,sc5,0.18,1,0.0
14:00,2020,1,sc5,0.36,1,0.0
14:30,2020,1,sc5,0.32,1,0.02
15:00,2020,1,sc5,0.32,1,0.0
15:30,2020,1,sc5,0.16,1,0.02
16:00,2020,1,sc5,0.05,1,0.01
16:30,2020,1,sc5,0.01,1,0.01
17:00,2020,1,sc5,0.05,1,0.05
17:30,2020,1,sc5,0.06,1,0.92
6:00,2020,2,sc2,0.14,1,0.87
6:30,2020,2,sc2,0.51,1,0.75
7:00,2020,2,sc2,0.02,1,0.0
7:30,2020,2,sc2,0.0,1,0.01
8:00,2020,2,sc2,0.07,1,0.99
8:30,2020,2,sc2,0.0,1,0.0
9:00,2020,2,sc2,0.24,1,0.0
9:30,2020,2,sc2,0.28,1,0.0
10:00,2020,2,sc2,0.15,1,0.0
10:30,2020,2,sc2,0.86,1,0.88
11:00,2020,2,sc2,0.02,1,0.0
11:30,2020,2,sc2,0.43,1,0.0
12:00,2020,2,sc2,0.05,1,0.03
12:30,2020,2,sc2,0.24,1,0.0
13:00,2020,2,sc2,0.13,1,0.0
13:30,2020,2,sc2,0.1,1,0.0
14:00,2020,2,sc2,0.12,1,0.0
14:30,2020,2,sc2,0.77,1,0.0
15:00,2020,2,sc2,0.78,1,0.93
15:30,2020,2,sc2,0.23,1,0.0
16:00,2020,2,sc2,0.5,1,0.02
16:30,2020,2,sc2,0.05,1,0.0
17:00,2020,2,sc2,0.17,1,0.03
17:30,2020,2,sc2,0.52,1,0.02
6:00,2020,2,sc3,0.59,1,0.98
6:30,2020,2,sc3,0.67,1,0.24
7:00,2020,2,sc3,0.8,1,0.22
7:30,2020,2,sc3,0.43,1,0.02
8:00,2020,2,sc3,0.07,1,0.09
8:30,2020,2,sc3,0.21,1,0.25
9:00,2020,2,sc3,0.0,1,0.11
9:30,2020,2,sc3,0.21,1,0.9
10:00,2020,2,sc3,0.21,1,0.02
10:30,2020,2,sc3,0.2,1,0.12
11:00,2020,2,sc3,0.56,1,0.0
11:30,2020,2,sc3,0.21,1,0.12
12:00,2020,2,sc3,0.58,1,0.26
12:30,2020,2,sc3,0.42,1,0.02
13:00,2020,2,sc3,0.51,1,0.05
13:30,2020,2,sc3,0.91,1,0.13
14:00,2020,2,sc3,0.16,1,0.15
14:30,2020,2,sc3,0.86,1,0.98
15:00,2020,2,sc3,0.54,1,0.01
15:30,2020,2,sc3,0.1,1,0.35
16:00,2020,2,sc3,0.84,1,0.3
16:30,2020,2,sc3,0.47,1,0.28
17:00,2020,2,sc3,0.25,1,0.29
17:30,2020,2,sc3,0.05,1,0.35
6:00,2020,2,sc5,0.33,1,0.9
6:30,2020,2,sc5,0.01,1,0.96
7:00,2020,2,sc5,0.19,1,0.01
7:30,2020,2,sc5,0.71,1,0.02
8:00,2020,2,sc5,0.8,1,0.02
8:30,2020,2,sc5,0.15,1,0.94
9:00,2020,2,sc5,0.72,1,0.01
9:30,2020,2,sc5,0.13,1,0.0
10:00,2020,2,sc5,0.04,1,0.06
10:30,2020,2,sc5,0.01,1,0.01
11:00,2020,2,sc5,0.03,1,0.0
11:30,2020,2,sc5,0.02,1,0.0
12:00,2020,2,sc5,0.02,1,0.0
12:30,2020,2,sc5,0.02,1,0.0
13:00,2020,2,sc5,0.28,1,0.0
13:30,2020,2,sc5,0.19,1,0.0
14:00,2020,2,sc5,0.08,1,0.0
14:30,2020,2,sc5,0.72,1,0.0
15:00,2020,2,sc5,0.09,1,0.02
15:30,2020,2,sc5,0.09,1,0.05
16:00,2020,2,sc5,0.01,1,0.05
16:30,2020,2,sc5,0.01,1,0.79
17:00,2020,2,sc5,0.21,1,0.58
17:30,2020,2,sc5,0.43,1,0.79
6:00,2020,3,sc1,0.74,1,0.91
6:30,2020,3,sc1,0.5,1,0.38
7:00,2020,3,sc1,0.3,1,0.13
7:30,2020,3,sc1,0.08,1,0.48
8:00,2020,3,sc1,0.81,1,0.12
8:30,2020,3,sc1,0.14,1,0.09
9:00,2020,3,sc1,0.21,1,0.22
9:30,2020,3,sc1,0.14,1,0.19
10:00,2020,3,sc1,0.07,1,0.03
10:30,2020,3,sc1,0.38,1,0.35
11:00,2020,3,sc1,0.15,1,0.51
11:30,2020,3,sc1,0.09,1,0.04
12:00,2020,3,sc1,0.76,1,0.22
12:30,2020,3,sc1,0.43,1,0.47
13:00,2020,3,sc1,0.28,1,0.19
13:30,2020,3,sc1,0.93,1,0.11
14:00,2020,3,sc1,0.41,1,0.51
14:30,2020,3,sc1,0.33,1,0.54
15:00,2020,3,sc1,0.68,1,0.02
15:30,2020,3,sc1,0.01,1,0.22
16:00,2020,3,sc1,0.6,1,0.64
16:30,2020,3,sc1,0.43,1,0.28
17:00,2020,3,sc1,0.49,1,0.07
17:30,2020,3,sc1,0.73,1,0.28
6:00,2020,3,sc2,0.04,1,0.97
6:30,2020,3,sc2,0.87,1,0.93
7:00,2020,3,sc2,0.62,1,0.87
7:30,2020,3,sc2,0.36,1,0.0
8:00,2020,3,sc2,0.19,1,0.0
8:30,2020,3,sc2,0.04,1,0.0
9:00,2020,3,sc2,0.17,1,0.98
9:30,2020,3,sc2,0.06,1,0.0
10:00,2020,3,sc2,0.1,1,0.0
10:30,2020,3,sc2,0.44,1,0.0
11:00,2020,3,sc2,0.5,1,0.0
11:30,2020,3,sc2,0.07,1,0.0
12:00,2020,3,sc2,0.34,1,0.0
12:30,2020,3,sc2,0.0,1,0.0
13:00,2020,3,sc2,0.01,1,0.0
13:30,2020,3,sc2,0.03,1,0.0
14:00,2020,3,sc2,0.1,1,0.0
14:30,2020,3,sc2,0.09,1,0.0
15:00,2020,3,sc2,0.12,1,0.91
15:30,2020,3,sc2,0.4,1,0.0
16:00,2020,3,sc2,0.14,1,0.0
16:30,2020,3,sc2,0.11,1,0.0
17:00,2020,3,sc2,0.01,1,0.98
17:30,2020,3,sc2,0.56,1,0.89
6:00,2020,3,sc3,0.09,1,0.94
6:30,2020,3,sc3,0.25,1,0.17
7:00,2020,3,sc3,0.19,1,0.48
7:30,2020,3,sc3,0.09,1,0.15
