,year,month,sc,shapiro_wilk,anderson_darling,lognormal_test
6:00,2019,1,sc5,1.0,0,0.0
7:00,2019,1,sc5,1.0,0,0.0
8:00,2019,1,sc5,0.0,1,0.0
9:00,2019,1,sc5,0.0,1,0.0
10:00,2019,1,sc5,0.0,1,0.0
11:00,2019,1,sc5,0.0,1,0.01
12:00,2019,1,sc5,0.0,1,0.0
13:00,2019,1,sc5,0.0,1,0.0
14:00,2019,1,sc5,0.0,1,0.01
15:00,2019,1,sc5,0.01,1,0.0
16:00,2019,1,sc5,0.8,1,0.97
17:00,2019,1,sc5,0.0,1,0.0
6:00,2019,2,sc5,1.0,0,0.0
7:00,2019,2,sc5,0.01,1,0.0
8:00,2019,2,sc5,0.0,1,0.0
9:00,2019,2,sc5,0.04,1,0.0
10:00,2019,2,sc5,0.01,1,0.03
11:00,2019,2,sc5,0.03,1,0.0
12:00,2019,2,sc5,0.02,1,0.0
13:00,2019,2,sc5,0.0,1,0.0
14:00,2019,2,sc5,0.15,1,0.0
15:00,2019,2,sc5,0.02,1,0.0
16:00,2019,2,sc5,0.64,1,0.0
17:00,2019,2,sc5,0.36,1,0.96
6:00,2019,3,sc5,0.0,1,0.0
7:00,2019,3,sc5,0.08,1,0.0
8:00,2019,3,sc5,0.0,1,0.0
9:00,2019,3,sc5,0.0,1,0.0
10:00,2019,3,sc5,0.0,1,0.0
11:00,2019,3,sc5,0.0,1,0.0
12:00,2019,3,sc5,0.0,1,0.0
13:00,2019,3,sc5,0.0,1,0.0
14:00,2019,3,sc5,0.0,1,0.0
15:00,2019,3,sc5,0.0,1,0.0
16:00,2019,3,sc5,0.0,1,0.5
17:00,2019,3,sc5,0.37,1,0.0
6:00,2019,4,sc1,1.0,1,0.54
7:00,2019,4,sc1,0.88,1,0.34
8:00,2019,4,sc1,0.84,1,0.7
9:00,2019,4,sc1,0.82,1,0.76
10:00,2019,4,sc1,0.21,1,0.48
11:00,2019,4,sc1,0.77,1,0.08
12:00,2019,4,sc1,0.09,1,0.78
13:00,2019,4,sc1,0.39,1,0.39
14:00,2019,4,sc1,0.18,1,0.61
15:00,2019,4,sc1,0.88,1,0.78
16:00,2019,4,sc1,0.06,1,0.17
17:00,2019,4,sc1,0.37,1,0.47
6:00,2019,4,sc3,0.41,1,0.64
7:00,2019,4,sc3,0.11,1,0.6
8:00,2019,4,sc3,0.04,1,0.04
9:00,2019,4,sc3,0.02,1,0.28
10:00,2019,4,sc3,0.5,1,0.33
11:00,2019,4,sc3,0.39,1,0.45
12:00,2019,4,sc3,0.76,1,0.48
13:00,2019,4,sc3,0.86,1,0.11
14:00,2019,4,sc3,0.88,1,0.55
15:00,2019,4,sc3,0.19,1,0.14
16:00,2019,4,sc3,0.63,1,0.09
17:00,2019,4,sc3,0.24,1,0.36
6:00,2019,4,sc5,0.13,1,0.0
7:00,2019,4,sc5,0.01,1,0.0
8:00,2019,4,sc5,0.01,1,0.0
9:00,2019,4,sc5,0.05,1,0.0
10:00,2019,4,sc5,0.0,1,0.0
11:00,2019,4,sc5,0.0,1,0.0
12:00,2019,4,sc5,0.0,1,0.0
13:00,2019,4,sc5,0.0,1,0.0
14:00,2019,4,sc5,0.0,1,0.0
15:00,2019,4,sc5,0.0,1,0.0
16:00,2019,4,sc5,0.0,1,0.0
17:00,2019,4,sc5,0.12,1,0.0
6:00,2019,5,sc5,0.0,1,0.0
7:00,2019,5,sc5,0.0,1,0.0
8:00,2019,5,sc5,0.0,1,0.0
9:00,2019,5,sc5,0.0,1,0.0
10:00,2019,5,sc5,0.0,1,0.0
11:00,2019,5,sc5,0.0,1,0.0
12:00,2019,5,sc5,0.0,1,0.0
13:00,2019,5,sc5,0.0,1,0.0
14:00,2019,5,sc5,0.0,1,0.01
15:00,2019,5,sc5,0.0,1,0.0
16:00,2019,5,sc5,0.0,1,0.0
17:00,2019,5,sc5,0.0,1,0.0
6:00,2019,6,sc5,0.0,1,0.0
7:00,2019,6,sc5,0.0,1,0.0
8:00,2019,6,sc5,0.0,1,0.0
9:00,2019,6,sc5,0.0,1,0.0
10:00,2019,6,sc5,0.0,1,0.0
11:00,2019,6,sc5,0.0,1,0.0
12:00,2019,6,sc5,0.0,1,0.0
13:00,2019,6,sc5,0.0,1,0.0
14:00,2019,6,sc5,0.0,1,0.0
15:00,2019,6,sc5,0.0,1,0.0
