,year,month,sc,shapiro_wilk,anderson_darling,lognormal_test
6:00,2021,1,sc5,1.0,0,0.0
6:30,2021,1,sc5,1.0,0,0.0
7:00,2021,1,sc5,1.0,0,0.0
7:30,2021,1,sc5,0.0,1,0.0
8:00,2021,1,sc5,0.02,1,0.0
8:30,2021,1,sc5,0.01,1,0.0
9:00,2021,1,sc5,0.01,1,0.0
9:30,2021,1,sc5,0.0,1,0.0
10:00,2021,1,sc5,0.0,1,0.02
10:30,2021,1,sc5,0.0,1,0.0
11:00,2021,1,sc5,0.0,1,0.0
11:30,2021,1,sc5,0.0,1,0.0
12:00,2021,1,sc5,0.0,1,0.0
12:30,2021,1,sc5,0.0,1,0.0
13:00,2021,1,sc5,0.0,1,0.0
13:30,2021,1,sc5,0.0,1,0.0
14:00,2021,1,sc5,0.0,1,0.0
14:30,2021,1,sc5,0.0,1,0.0
15:00,2021,1,sc5,0.0,1,0.0
15:30,2021,1,sc5,0.0,1,0.0
16:00,2021,1,sc5,0.0,1,0.0
16:30,2021,1,sc5,0.01,1,0.0
17:00,2021,1,sc5,0.41,1,0.84
17:30,2021,1,sc5,0.0,1,0.0
6:00,2021,2,sc5,1.0,0,0.0
6:30,2021,2,sc5,1.0,0,0.0
7:00,2021,2,sc5,0.0,1,0.0
7:30,2021,2,sc5,0.01,1,0.37
8:00,2021,2,sc5,0.08,1,0.45
8:30,2021,2,sc5,0.06,1,0.48
9:00,2021,2,sc5,0.01,1,0.27
9:30,2021,2,sc5,0.0,1,0.0
10:00,2021,2,sc5,0.01,1,0.0
10:30,2021,2,sc5,0.0,1,0.0
11:00,2021,2,sc5,0.0,1,0.0
11:30,2021,2,sc5,0.0,1,0.0
12:00,2021,2,sc5,0.0,1,0.0
12:30,2021,2,sc5,0.0,1,0.0
13:00,2021,2,sc5,0.0,1,0.0
13:30,2021,2,sc5,0.0,1,0.0
14:00,2021,2,sc5,0.0,1,0.0
14:30,2021,2,sc5,0.0,1,0.0
15:00,2021,2,sc5,0.0,1,0.24
15:30,2021,2,sc5,0.0,1,0.0
16:00,2021,2,sc5,0.0,1,0.0
16:30,2021,2,sc5,0.0,1,0.23
17:00,2021,2,sc5,0.03,1,0.8
17:30,2021,2,sc5,0.12,1,0.0
6:00,2021,3,sc5,1.0,0,0.0
6:30,2021,3,sc5,0.0,1,0.0
7:00,2021,3,sc5,0.02,1,0.73
7:30,2021,3,sc5,0.31,1,0.92
8:00,2021,3,sc5,0.02,1,0.0
8:30,2021,3,sc5,0.0,1,0.0
9:00,2021,3,sc5,0.0,1,0.0
9:30,2021,3,sc5,0.0,1,0.28
10:00,2021,3,sc5,0.03,1,0.0
10:30,2021,3,sc5,0.0,1,0.0
11:00,2021,3,sc5,0.0,1,0.0
11:30,2021,3,sc5,0.0,1,0.0
12:00,2021,3,sc5,0.0,1,0.0
12:30,2021,3,sc5,0.0,1,0.0
13:00,2021,3,sc5,0.0,1,0.0
13:30,2021,3,sc5,0.0,1,0.0
14:00,2021,3,sc5,0.0,1,0.0
14:30,2021,3,sc5,0.0,1,0.0
15:00,2021,3,sc5,0.0,1,0.0
15:30,2021,3,sc5,0.0,1,0.0
16:00,2021,3,sc5,0.0,1,0.0
16:30,2021,3,sc5,0.0,1,0.0
17:00,2021,3,sc5,0.0,1,0.0
17:30,2021,3,sc5,0.01,1,0.0
6:00,2021,4,sc5,0.0,1,0.0
6:30,2021,4,sc5,0.12,1,0.0
7:00,2021,4,sc5,0.26,1,0.0
7:30,2021,4,sc5,0.13,1,0.0
8:00,2021,4,sc5,0.02,1,0.0
8:30,2021,4,sc5,0.0,1,0.0
9:00,2021,4,sc5,0.0,1,0.0
9:30,2021,4,sc5,0.0,1,0.0
10:00,2021,4,sc5,0.0,1,0.0
10:30,2021,4,sc5,0.0,1,0.0
11:00,2021,4,sc5,0.0,1,0.0
11:30,2021,4,sc5,0.0,1,0.0
12:00,2021,4,sc5,0.0,1,0.0
12:30,2021,4,sc5,0.0,1,0.0
13:00,2021,4,sc5,0.0,1,0.0
13:30,2021,4,sc5,0.0,1,0.0
14:00,2021,4,sc5,0.0,1,0.0
14:30,2021,4,sc5,0.0,1,0.0
15:00,2021,4,sc5,0.0,1,0.0
15:30,2021,4,sc5,0.0,1,0.0
16:00,2021,4,sc5,0.0,1,0.0
16:30,2021,4,sc5,0.0,1,0.0
17:00,2021,4,sc5,0.0,1,0.0
17:30,2021,4,sc5,0.0,1,0.0
6:00,2021,5,sc5,0.23,1,0.0
6:30,2021,5,sc5,0.0,1,0.16
7:00,2021,5,sc5,0.0,1,0.0
7:30,2021,5,sc5,0.0,1,0.01
8:00,2021,5,sc5,0.0,1,0.0
8:30,2021,5,sc5,0.0,1,0.0
9:00,2021,5,sc5,0.0,1,0.0
9:30,2021,5,sc5,0.0,1,0.0
10:00,2021,5,sc5,0.0,1,0.0
10:30,2021,5,sc5,0.0,1,0.0
11:00,2021,5,sc5,0.0,1,0.0
11:30,2021,5,sc5,0.0,1,0.0
12:00,2021,5,sc5,0.0,1,0.0
12:30,2021,5,sc5,0.0,1,0.0
13:00,2021,5,sc5,0.01,1,0.0
