,year,month,sc,shapiro_wilk,anderson_darling,lognormal_test
6:00,2020,1,sc2,0.44,1,0.09
6:10,2020,1,sc2,0.38,1,0.42
6:20,2020,1,sc2,0.1,1,0.53
6:30,2020,1,sc2,0.7,1,0.41
6:40,2020,1,sc2,0.61,1,0.03
6:50,2020,1,sc2,0.66,1,0.58
7:00,2020,1,sc2,0.43,1,0.58
7:10,2020,1,sc2,0.14,1,0.24
7:20,2020,1,sc2,0.08,1,0.41
7:30,2020,1,sc2,0.29,1,0.73
7:40,2020,1,sc2,0.14,1,0.62
7:50,2020,1,sc2,0.37,1,0.15
8:00,2020,1,sc2,0.98,1,0.24
8:10,2020,1,sc2,0.18,1,0.03
8:20,2020,1,sc2,0.07,1,0.42
8:30,2020,1,sc2,0.64,1,0.1
8:40,2020,1,sc2,0.73,1,0.34
8:50,2020,1,sc2,0.31,1,0.78
9:00,2020,1,sc2,0.3,1,0.44
9:10,2020,1,sc2,0.3,1,0.28
9:20,2020,1,sc2,0.94,1,0.04
9:30,2020,1,sc2,0.79,1,0.11
9:40,2020,1,sc2,0.93,1,0.14
9:50,2020,1,sc2,0.51,1,0.49
10:00,2020,1,sc2,0.39,1,0.08
10:10,2020,1,sc2,0.2,1,0.22
10:20,2020,1,sc2,0.14,1,0.11
10:30,2020,1,sc2,0.97,1,0.04
10:40,2020,1,sc2,0.36,1,0.04
10:50,2020,1,sc2,0.17,1,0.16
11:00,2020,1,sc2,0.01,1,0.24
11:10,2020,1,sc2,0.3,1,0.48
11:20,2020,1,sc2,0.13,1,0.34
11:30,2020,1,sc2,0.35,1,0.56
11:40,2020,1,sc2,0.35,1,0.55
11:50,2020,1,sc2,0.11,1,0.81
12:00,2020,1,sc2,0.02,1,0.49
12:10,2020,1,sc2,0.12,1,0.46
12:20,2020,1,sc2,0.11,1,0.16
12:30,2020,1,sc2,0.72,1,0.28
12:40,2020,1,sc2,0.44,1,0.53
12:50,2020,1,sc2,0.82,1,0.03
13:00,2020,1,sc2,0.48,1,0.46
13:10,2020,1,sc2,0.63,1,0.15
13:20,2020,1,sc2,0.78,1,0.02
13:30,2020,1,sc2,0.5,1,0.63
13:40,2020,1,sc2,0.65,1,0.47
13:50,2020,1,sc2,0.5,1,0.5
14:00,2020,1,sc2,0.85,1,0.17
14:10,2020,1,sc2,0.64,1,0.44
14:20,2020,1,sc2,0.51,1,0.36
14:30,2020,1,sc2,0.76,1,0.52
14:40,2020,1,sc2,0.46,1,0.03
14:50,2020,1,sc2,0.68,1,0.36
15:00,2020,1,sc2,0.24,1,0.15
15:10,2020,1,sc2,0.95,1,0.4
15:20,2020,1,sc2,0.74,1,0.05
15:30,2020,1,sc2,0.92,1,0.07
15:40,2020,1,sc2,0.86,1,0.01
15:50,2020,1,sc2,0.73,1,0.01
16:00,2020,1,sc2,0.82,1,0.04
16:10,2020,1,sc2,0.39,1,0.18
16:20,2020,1,sc2,0.72,1,0.09
16:30,2020,1,sc2,0.34,1,0.84
16:40,2020,1,sc2,0.69,1,0.38
16:50,2020,1,sc2,0.74,1,0.21
17:00,2020,1,sc2,0.72,1,0.24
17:10,2020,1,sc2,0.87,1,0.2
17:20,2020,1,sc2,0.73,1,0.48
17:30,2020,1,sc2,0.24,1,0.19
17:40,2020,1,sc2,0.25,1,0.19
17:50,2020,1,sc2,0.26,1,0.47
6:00,2020,1,sc5,0.01,1,0.0
6:10,2020,1,sc5,0.0,1,0.0
