,year,month,sc,shapiro_wilk,anderson_darling,lognormal_test
6:00,2021,1,sc2,1.0,0,0.0
6:10,2021,1,sc2,1.0,0,0.0
6:20,2021,1,sc2,1.0,0,0.0
6:30,2021,1,sc2,1.0,0,0.0
6:40,2021,1,sc2,1.0,0,0.0
6:50,2021,1,sc2,1.0,0,0.0
7:00,2021,1,sc2,1.0,0,0.0
7:10,2021,1,sc2,1.0,0,0.0
7:20,2021,1,sc2,1.0,0,0.0
7:30,2021,1,sc2,1.0,0,0.0
7:40,2021,1,sc2,1.0,0,0.0
7:50,2021,1,sc2,0.0,1,0.0
8:00,2021,1,sc2,0.07,1,0.02
8:10,2021,1,sc2,0.01,1,0.0
8:20,2021,1,sc2,0.0,1,0.86
8:30,2021,1,sc2,0.0,1,0.01
8:40,2021,1,sc2,0.0,1,1.0
8:50,2021,1,sc2,0.01,1,0.0
9:00,2021,1,sc2,0.0,1,0.99
9:10,2021,1,sc2,0.0,1,0.0
9:20,2021,1,sc2,0.01,1,0.93
9:30,2021,1,sc2,0.0,1,0.75
9:40,2021,1,sc2,0.22,1,0.21
9:50,2021,1,sc2,0.74,1,0.0
10:00,2021,1,sc2,0.05,1,0.0
10:10,2021,1,sc2,0.4,1,0.87
10:20,2021,1,sc2,0.32,1,0.95
10:30,2021,1,sc2,0.57,1,0.98
10:40,2021,1,sc2,0.86,1,0.01
10:50,2021,1,sc2,0.15,1,0.0
11:00,2021,1,sc2,0.75,1,0.0
11:10,2021,1,sc2,0.36,1,0.01
11:20,2021,1,sc2,0.74,1,0.0
11:30,2021,1,sc2,0.0,1,0.0
11:40,2021,1,sc2,0.65,1,0.87
11:50,2021,1,sc2,0.9,1,0.0
12:00,2021,1,sc2,0.45,1,0.0
12:10,2021,1,sc2,0.18,1,0.92
12:20,2021,1,sc2,0.94,1,0.0
12:30,2021,1,sc2,0.92,1,0.0
12:40,2021,1,sc2,0.52,1,0.0
12:50,2021,1,sc2,0.93,1,0.99
13:00,2021,1,sc2,0.31,1,0.0
13:10,2021,1,sc2,0.11,1,0.0
13:20,2021,1,sc2,0.08,1,0.55
13:30,2021,1,sc2,0.65,1,0.95
13:40,2021,1,sc2,0.34,1,0.01
13:50,2021,1,sc2,0.41,1,0.0
14:00,2021,1,sc2,0.32,1,0.0
14:10,2021,1,sc2,0.22,1,0.0
14:20,2021,1,sc2,0.25,1,0.0
14:30,2021,1,sc2,0.22,1,0.0
14:40,2021,1,sc2,0.05,1,0.47
14:50,2021,1,sc2,0.52,1,0.92
15:00,2021,1,sc2,0.0,1,0.0
15:10,2021,1,sc2,0.02,1,0.2
15:20,2021,1,sc2,0.28,1,0.9
15:30,2021,1,sc2,0.57,1,0.0
15:40,2021,1,sc2,0.07,1,0.0
15:50,2021,1,sc2,0.03,1,0.96
16:00,2021,1,sc2,0.0,1,0.78
16:10,2021,1,sc2,0.01,1,0.88
16:20,2021,1,sc2,0.0,1,0.85
16:30,2021,1,sc2,0.0,1,0.01
16:40,2021,1,sc2,0.02,1,0.01
16:50,2021,1,sc2,0.0,1,0.0
17:00,2021,1,sc2,0.0,1,0.0
17:10,2021,1,sc2,1.0,0,0.0
17:20,2021,1,sc2,1.0,0,0.0
17:30,2021,1,sc2,1.0,0,0.0
17:40,2021,1,sc2,1.0,0,0.0
17:50,2021,1,sc2,1.0,0,0.0
6:00,2021,1,sc5,1.0,0,0.0
6:10,2021,1,sc5,1.0,0,0.0
6:20,2021,1,sc5,1.0,0,0.0
6:30,2021,1,sc5,1.0,0,0.0
6:40,2021,1,sc5,1.0,0,0.0
6:50,2021,1,sc5,1.0,0,0.0
7:00,2021,1,sc5,1.0,0,0.0
7:10,2021,1,sc5,1.0,0,0.0
7:20,2021,1,sc5,1.0,0,0.0
7:30,2021,1,sc5,1.0,0,0.0
7:40,2021,1,sc5,1.0,0,0.0
7:50,2021,1,sc5,0.0,1,0.0
8:00,2021,1,sc5,0.01,1,0.77
8:10,2021,1,sc5,0.43,1,0.01
8:20,2021,1,sc5,0.01,1,0.02
8:30,2021,1,sc5,0.01,1,0.02
8:40,2021,1,sc5,0.47,1,0.01
8:50,2021,1,sc5,0.78,1,0.01
9:00,2021,1,sc5,0.95,1,0.0
9:10,2021,1,sc5,0.06,1,0.02
9:20,2021,1,sc5,0.29,1,0.0
9:30,2021,1,sc5,0.41,1,0.0
9:40,2021,1,sc5,0.04,1,0.0
9:50,2021,1,sc5,0.03,1,0.01
10:00,2021,1,sc5,0.73,1,0.0
10:10,2021,1,sc5,0.44,1,0.0
10:20,2021,1,sc5,0.5,1,0.0
10:30,2021,1,sc5,0.66,1,0.0
10:40,2021,1,sc5,0.42,1,0.85
10:50,2021,1,sc5,0.32,1,0.0
11:00,2021,1,sc5,0.35,1,0.7
11:10,2021,1,sc5,0.48,1,0.0
11:20,2021,1,sc5,0.63,1,0.0
11:30,2021,1,sc5,0.27,1,0.0
11:40,2021,1,sc5,0.1,1,0.0
11:50,2021,1,sc5,0.06,1,0.0
12:00,2021,1,sc5,0.14,1,0.0
12:10,2021,1,sc5,0.23,1,0.0
12:20,2021,1,sc5,0.14,1,0.0
12:30,2021,1,sc5,0.07,1,0.0
12:40,2021,1,sc5,0.26,1,0.0
12:50,2021,1,sc5,0.12,1,0.0
13:00,2021,1,sc5,0.1,1,0.0
13:10,2021,1,sc5,0.2,1,0.0
13:20,2021,1,sc5,0.13,1,0.6
13:30,2021,1,sc5,0.07,1,0.6
13:40,2021,1,sc5,0.34,1,0.0
13:50,2021,1,sc5,0.13,1,0.0
14:00,2021,1,sc5,0.3,1,0.0
14:10,2021,1,sc5,0.08,1,0.02
14:20,2021,1,sc5,0.12,1,0.0
14:30,2021,1,sc5,0.15,1,0.0
14:40,2021,1,sc5,0.09,1,0.0
14:50,2021,1,sc5,0.31,1,0.71
15:00,2021,1,sc5,0.17,1,0.7
15:10,2021,1,sc5,0.45,1,0.0
15:20,2021,1,sc5,0.38,1,0.87
15:30,2021,1,sc5,0.3,1,0.0
15:40,2021,1,sc5,0.84,1,0.0
15:50,2021,1,sc5,0.5,1,0.94
16:00,2021,1,sc5,0.55,1,0.97
16:10,2021,1,sc5,0.32,1,0.99
16:20,2021,1,sc5,0.77,1,1.0
16:30,2021,1,sc5,0.67,1,0.0
16:40,2021,1,sc5,0.18,1,0.01
16:50,2021,1,sc5,0.0,1,0.0
17:00,2021,1,sc5,1.0,0,0.0
17:10,2021,1,sc5,1.0,0,0.0
17:20,2021,1,sc5,1.0,0,0.0
17:30,2021,1,sc5,1.0,0,0.0
17:40,2021,1,sc5,1.0,0,0.0
17:50,2021,1,sc5,1.0,0,0.0
6:00,2021,2,sc2,1.0,0,0.0
6:10,2021,2,sc2,1.0,0,0.0
6:20,2021,2,sc2,1.0,0,0.0
6:30,2021,2,sc2,1.0,0,0.0
6:40,2021,2,sc2,1.0,0,0.0
6:50,2021,2,sc2,1.0,0,0.0
7:00,2021,2,sc2,1.0,0,0.0
7:10,2021,2,sc2,0.0,1,0.0
7:20,2021,2,sc2,0.0,1,0.0
7:30,2021,2,sc2,0.06,1,0.06
7:40,2021,2,sc2,0.68,1,0.15
7:50,2021,2,sc2,0.12,1,0.78
8:00,2021,2,sc2,0.36,1,0.07
8:10,2021,2,sc2,0.01,1,0.97
8:20,2021,2,sc2,0.06,1,0.11
8:30,2021,2,sc2,0.22,1,0.0
8:40,2021,2,sc2,0.06,1,0.02
8:50,2021,2,sc2,0.06,1,0.04
9:00,2021,2,sc2,0.0,1,0.91
9:10,2021,2,sc2,0.0,1,1.0
9:20,2021,2,sc2,0.39,1,0.0
9:30,2021,2,sc2,0.05,1,0.05
9:40,2021,2,sc2,0.38,1,0.84
9:50,2021,2,sc2,0.26,1,0.0
10:00,2021,2,sc2,0.86,1,0.01
10:10,2021,2,sc2,0.57,1,0.07
10:20,2021,2,sc2,0.39,1,0.68
10:30,2021,2,sc2,0.7,1,0.0
10:40,2021,2,sc2,0.97,1,0.0
10:50,2021,2,sc2,0.24,1,0.82
11:00,2021,2,sc2,0.39,1,0.02
11:10,2021,2,sc2,0.78,1,0.06
11:20,2021,2,sc2,0.47,1,0.78
11:30,2021,2,sc2,0.68,1,0.06
11:40,2021,2,sc2,0.23,1,0.01
11:50,2021,2,sc2,0.9,1,0.09
12:00,2021,2,sc2,0.52,1,0.07
12:10,2021,2,sc2,0.09,1,0.05
12:20,2021,2,sc2,0.22,1,0.11
12:30,2021,2,sc2,0.56,1,0.0
12:40,2021,2,sc2,0.34,1,0.06
12:50,2021,2,sc2,0.56,1,0.03
13:00,2021,2,sc2,0.97,1,0.1
13:10,2021,2,sc2,0.13,1,0.13
13:20,2021,2,sc2,0.13,1,0.01
13:30,2021,2,sc2,0.86,1,0.07
13:40,2021,2,sc2,0.54,1,0.72
13:50,2021,2,sc2,0.4,1,0.65
14:00,2021,2,sc2,0.15,1,0.7
14:10,2021,2,sc2,0.0,1,0.1
14:20,2021,2,sc2,0.97,1,1.0
14:30,2021,2,sc2,0.88,1,0.81
14:40,2021,2,sc2,0.26,1,0.93
14:50,2021,2,sc2,0.03,1,0.04
15:00,2021,2,sc2,0.0,1,0.18
15:10,2021,2,sc2,0.18,1,0.25
15:20,2021,2,sc2,0.36,1,0.08
15:30,2021,2,sc2,0.77,1,0.07
15:40,2021,2,sc2,0.12,1,0.94
15:50,2021,2,sc2,0.03,1,0.23
16:00,2021,2,sc2,0.02,1,0.0
16:10,2021,2,sc2,0.51,1,0.13
16:20,2021,2,sc2,0.8,1,0.92
16:30,2021,2,sc2,0.32,1,0.1
16:40,2021,2,sc2,0.13,1,0.04
16:50,2021,2,sc2,0.09,1,0.24
17:00,2021,2,sc2,0.41,1,0.76
17:10,2021,2,sc2,0.53,1,0.08
17:20,2021,2,sc2,0.09,1,0.16
17:30,2021,2,sc2,0.0,1,0.0
17:40,2021,2,sc2,1.0,0,0.0
17:50,2021,2,sc2,1.0,0,0.0
6:00,2021,2,sc3,1.0,0,0.0
6:10,2021,2,sc3,1.0,0,0.0
6:20,2021,2,sc3,1.0,0,0.0
6:30,2021,2,sc3,1.0,0,0.0
6:40,2021,2,sc3,1.0,0,0.0
6:50,2021,2,sc3,1.0,0,0.0
7:00,2021,2,sc3,1.0,0,0.0
7:10,2021,2,sc3,0.0,1,0.0
7:20,2021,2,sc3,0.02,1,0.01
7:30,2021,2,sc3,0.02,1,0.11
7:40,2021,2,sc3,0.76,1,0.87
7:50,2021,2,sc3,0.93,1,0.14
8:00,2021,2,sc3,0.38,1,0.71
8:10,2021,2,sc3,0.98,1,1.0
8:20,2021,2,sc3,0.59,1,0.9
8:30,2021,2,sc3,0.86,1,0.97
8:40,2021,2,sc3,0.72,1,0.14
8:50,2021,2,sc3,0.71,1,0.96
9:00,2021,2,sc3,0.23,1,0.08
9:10,2021,2,sc3,0.62,1,0.12
9:20,2021,2,sc3,0.15,1,0.08
9:30,2021,2,sc3,0.63,1,0.11
9:40,2021,2,sc3,0.52,1,0.07
9:50,2021,2,sc3,0.92,1,0.03
10:00,2021,2,sc3,0.87,1,0.07
10:10,2021,2,sc3,0.24,1,0.17
10:20,2021,2,sc3,0.31,1,0.8
10:30,2021,2,sc3,0.93,1,0.06
10:40,2021,2,sc3,0.68,1,0.89
10:50,2021,2,sc3,0.48,1,0.03
11:00,2021,2,sc3,1.0,1,0.03
11:10,2021,2,sc3,0.98,1,0.0
11:20,2021,2,sc3,0.75,1,0.02
11:30,2021,2,sc3,0.84,1,0.01
11:40,2021,2,sc3,0.57,1,0.01
11:50,2021,2,sc3,0.36,1,0.0
12:00,2021,2,sc3,0.05,1,0.0
12:10,2021,2,sc3,0.08,1,0.01
12:20,2021,2,sc3,0.05,1,0.97
12:30,2021,2,sc3,0.62,1,0.16
12:40,2021,2,sc3,0.32,1,0.1
12:50,2021,2,sc3,0.45,1,0.97
13:00,2021,2,sc3,0.02,1,0.0
13:10,2021,2,sc3,0.41,1,0.76
13:20,2021,2,sc3,0.12,1,0.13
13:30,2021,2,sc3,0.71,1,0.01
13:40,2021,2,sc3,0.36,1,0.01
13:50,2021,2,sc3,0.48,1,0.06
14:00,2021,2,sc3,0.41,1,0.01
14:10,2021,2,sc3,0.01,1,0.23
14:20,2021,2,sc3,0.6,1,0.0
14:30,2021,2,sc3,0.88,1,0.0
14:40,2021,2,sc3,0.17,1,0.32
14:50,2021,2,sc3,0.4,1,0.02
15:00,2021,2,sc3,0.09,1,0.95
15:10,2021,2,sc3,0.24,1,0.13
15:20,2021,2,sc3,0.06,1,0.16
15:30,2021,2,sc3,0.29,1,0.01
15:40,2021,2,sc3,0.01,1,0.11
15:50,2021,2,sc3,0.01,1,1.0
16:00,2021,2,sc3,0.92,1,0.0
16:10,2021,2,sc3,0.39,1,0.1
16:20,2021,2,sc3,0.48,1,0.02
16:30,2021,2,sc3,0.07,1,0.14
16:40,2021,2,sc3,0.06,1,0.0
16:50,2021,2,sc3,0.05,1,0.98
17:00,2021,2,sc3,0.14,1,0.1
17:10,2021,2,sc3,0.04,1,0.98
17:20,2021,2,sc3,0.04,1,0.07
17:30,2021,2,sc3,0.0,1,0.01
17:40,2021,2,sc3,0.0,1,0.0
17:50,2021,2,sc3,1.0,0,0.0
6:00,2021,2,sc5,1.0,0,0.0
6:10,2021,2,sc5,1.0,0,0.0
6:20,2021,2,sc5,1.0,0,0.0
