timestamp,ghi_wm2,tamb_c
2019-01-01 00:00:00,0,6.5
2019-01-01 00:15:00,0,6.4
2019-01-01 00:30:00,0,6.3
2019-01-01 00:45:00,0,6.1
2019-01-01 01:00:00,0,6.0
2019-01-01 01:15:00,0,6.0
2019-01-01 01:30:00,0,5.9
2019-01-01 01:45:00,0,5.8
2019-01-01 02:00:00,0,5.8
2019-01-01 02:15:00,0,5.7
2019-01-01 02:30:00,0,5.7
2019-01-01 02:45:00,0,5.7
2019-01-01 03:00:00,0,5.6
2019-01-01 03:15:00,0,5.6
2019-01-01 03:30:00,0,5.7
2019-01-01 03:45:00,0,5.7
2019-01-01 04:00:00,0,5.7
2019-01-01 04:15:00,0,5.7
2019-01-01 04:30:00,0,5.7
2019-01-01 04:45:00,0,5.7
2019-01-01 05:00:00,0,5.6
2019-01-01 05:15:00,0,5.6
2019-01-01 05:30:00,0,5.5
2019-01-01 05:45:00,0,5.4
2019-01-01 06:00:00,0,5.4
2019-01-01 06:15:00,0,5.3
2019-01-01 06:30:00,0,5.3
2019-01-01 06:45:00,0,5.3
2019-01-01 07:00:00,0,5.3
2019-01-01 07:15:00,0,5.7
2019-01-01 07:30:00,0,6.2
2019-01-01 07:45:00,0,6.6
2019-01-01 08:00:00,38,7.0
2019-01-01 08:15:00,73,7.8
2019-01-01 08:30:00,113,8.5
2019-01-01 08:45:00,155,9.2
2019-01-01 09:00:00,196,9.9
2019-01-01 09:15:00,237,10.6
2019-01-01 09:30:00,66,11.3
2019-01-01 09:45:00,94,11.9
2019-01-01 10:00:00,146,12.6
2019-01-01 10:15:00,383,13.2
2019-01-01 10:30:00,413,13.9
2019-01-01 10:45:00,440,14.5
2019-01-01 11:00:00,464,15.1
2019-01-01 11:15:00,484,15.6
2019-01-01 11:30:00,501,16.1
2019-01-01 11:45:00,513,16.6
2019-01-01 12:00:00,519,17.0
2019-01-01 12:15:00,524,17.3
2019-01-01 12:30:00,447,17.5
2019-01-01 12:45:00,450,17.8
2019-01-01 13:00:00,446,18.0
2019-01-01 13:15:00,437,18.1
2019-01-01 13:30:00,399,18.2
2019-01-01 13:45:00,380,18.2
2019-01-01 14:00:00,355,18.3
2019-01-01 14:15:00,309,18.2
2019-01-01 14:30:00,141,18.0
2019-01-01 14:45:00,100,17.9
2019-01-01 15:00:00,90,17.8
2019-01-01 15:15:00,133,17.4
2019-01-01 15:30:00,95,16.9
2019-01-01 15:45:00,78,16.5
